Country,Year,Emissions,Income
Jamaica,1973,4.22,8400
Japan,1963,3.37,9450
Japan,1964,3.69,10400
Japan,1965,3.93,10900
Japan,1966,4.21,11900
Japan,1967,4.86,13100
Japan,1968,5.51,14600
Japan,1969,6.32,16200
Japan,1970,7.32,17700
Japan,1971,7.49,18200
Japan,1972,7.9,19500
Japan,1973,8.35,20700
Jordan,1963,1.16,4970
Jordan,1964,1.13,5620
Jordan,1965,1.21,6020
Jordan,1966,1.25,5960
Jordan,1967,1.03,5840
Jordan,1968,1,5120
Jordan,1969,1.09,5340
Jordan,1970,0.905,4630
Jordan,1971,0.915,4590
Jordan,1972,1.02,4590
Jordan,1973,1.13,4670
Kazakhstan,1963,9.71,9680
Kazakhstan,1964,10,10700
Kazakhstan,1965,10.3,11100
Kazakhstan,1966,10.6,11500
Kazakhstan,1967,10.9,11800
Kazakhstan,1968,11,12300
Kazakhstan,1969,11.2,12300
Kazakhstan,1970,11.6,13100
Kazakhstan,1971,12.2,13200
Kazakhstan,1972,12.6,13100
Kazakhstan,1973,12.9,14000
Kenya,1963,0.32,1800
Kenya,1964,0.306,1900
Kenya,1965,0.259,1850
Kenya,1966,0.272,2010
Kenya,1967,0.265,2030
Kenya,1968,0.267,2110
Kenya,1969,0.287,2160
Kenya,1970,0.273,2240
Kenya,1971,0.314,2310
Kenya,1972,0.319,2360
Kenya,1973,0.311,2400
Kiribati,1963,0.413,3520
Kiribati,1964,0.404,3630
Kiribati,1965,0.237,3750
Kiribati,1966,0.232,3870
Kiribati,1967,0.455,3990
Kiribati,1968,0.669,4120
Kiribati,1969,0.219,4250
Kiribati,1970,0.43,4390
Kiribati,1971,0.564,4200
Kiribati,1972,0.486,4630
Kiribati,1973,0.685,5520
Kuwait,1963,45,67500
Kuwait,1964,59.8,75900
Kuwait,1965,75,85300
Kuwait,1966,67.2,95700
Kuwait,1967,44.1,107000
Kuwait,1968,35.5,120000
Kuwait,1969,38.9,135000
Kuwait,1970,33.6,151000
Kuwait,1971,34,150000
Kuwait,1972,32.4,146000
Kuwait,1973,26.8,128000
Kyrgyz Republic,1963,4.15,5010
Kyrgyz Republic,1964,4.26,5130
Kyrgyz Republic,1965,4.38,5250
Kyrgyz Republic,1966,4.48,5370
Kyrgyz Republic,1967,4.54,5490
Kyrgyz Republic,1968,4.53,5610
Kyrgyz Republic,1969,4.59,5730
Kyrgyz Republic,1970,4.71,5860
Kyrgyz Republic,1971,4.88,5980
Kyrgyz Republic,1972,5.03,6100
Kyrgyz Republic,1973,5.14,6230
Lao,1963,0.0645,936
Lao,1964,0.0741,950
Lao,1965,0.0754,964
Lao,1966,0.0962,978
Lao,1967,0.128,992
Lao,1968,0.066,1010
Lao,1969,0.122,1020
Lao,1970,0.213,1040
Lao,1971,0.153,1070
Lao,1972,0.172,1090
Lao,1973,0.177,1160
Latvia,1963,3.51,8240
Latvia,1964,3.69,9320
Latvia,1965,3.87,9870
Latvia,1966,4.05,10400
Latvia,1967,4.19,10900
Latvia,1968,4.27,11500
Latvia,1969,4.41,11700
Latvia,1970,4.6,12700
Latvia,1971,4.84,13100
Latvia,1972,5.05,13200
Latvia,1973,5.23,14300
Lebanon,1963,1.52,6940
Lebanon,1964,1.6,7160
Lebanon,1965,1.58,7640
Lebanon,1966,1.7,7920
Lebanon,1967,1.64,7320
Lebanon,1968,1.67,7990
Lebanon,1969,1.93,7930
Lebanon,1970,1.72,8240
Lebanon,1971,2.25,8760
Lebanon,1972,2.34,9570
Lebanon,1973,2.85,9760
Liberia,1963,0.298,2040
Liberia,1964,0.397,2120
Liberia,1965,0.448,2150
Liberia,1966,0.481,2250
Liberia,1967,0.47,2330
Liberia,1968,0.662,2370
Liberia,1969,0.931,2470
Liberia,1970,1.04,2560
Liberia,1971,1.06,2620
Liberia,1972,1.02,2640
Liberia,1973,0.978,2670
Libya,1963,0.91,4350
Libya,1964,0.398,4790
Libya,1965,0.586,4520
Libya,1966,1.46,5140
Libya,1967,9.85,5500
Libya,1968,15.4,7060
Libya,1969,17.4,7600
Libya,1970,15.2,7800
Libya,1971,9.71,7240
Libya,1972,6.54,7650
Libya,1973,6,7500
Lithuania,1963,5.02,9600
Lithuania,1964,5.27,10700
Lithuania,1965,5.52,11100
Lithuania,1966,5.76,11500
Lithuania,1967,5.96,11900
Lithuania,1968,6.07,12400
Lithuania,1969,6.25,12500
Lithuania,1970,6.51,13300
Lithuania,1971,6.85,13500
Lithuania,1972,7.15,13500
Lithuania,1973,7.39,14500
Luxembourg,1963,35.3,20800
Luxembourg,1964,37.6,22600
Luxembourg,1965,37,23200
Luxembourg,1966,35,23800
Luxembourg,1967,34,24200
Luxembourg,1968,36.5,25700
Luxembourg,1969,39.1,28600
Luxembourg,1970,40.5,29500
Luxembourg,1971,38.6,30500
Luxembourg,1972,39.1,32700
Luxembourg,1973,40.8,35600
Madagascar,1963,0.0842,2080
Madagascar,1964,0.086,2140
Madagascar,1965,0.0966,2100
Madagascar,1966,0.0979,2120
Madagascar,1967,0.139,2210
Madagascar,1968,0.146,2330
Madagascar,1969,0.133,2380
Madagascar,1970,0.148,2470
Madagascar,1971,0.152,2530
Madagascar,1972,0.185,2460
Madagascar,1973,0.15,2360
Malawi,1963,0.0882,693
Malawi,1964,0.0818,661
Malawi,1965,0.0842,730
Malawi,1966,0.101,782
Malawi,1967,0.0843,833
Malawi,1968,0.087,800
Malawi,1969,0.0832,827
Malawi,1970,0.0966,816
Malawi,1971,0.104,907
Malawi,1972,0.11,970
Malawi,1973,0.112,1020
Malaysia,1963,0.65,3120
Malaysia,1964,0.8,3240
Malaysia,1965,0.88,3390
Malaysia,1966,1.01,3480
Malaysia,1967,1.01,3460
Malaysia,1968,1.02,3680
Malaysia,1969,0.867,3810
Malaysia,1970,1.35,3960
Malaysia,1971,1.51,4160
Malaysia,1972,1.58,4380
Malaysia,1973,1.51,4920
Mali,1963,0.0323,1010
Mali,1964,0.032,1040
Mali,1965,0.0356,1030
Mali,1966,0.0338,1050
Mali,1967,0.0392,1060
Mali,1968,0.0343,1080
Mali,1969,0.0275,1050
Mali,1970,0.0339,1090
Mali,1971,0.0376,1110
Mali,1972,0.04,1140
Mali,1973,0.0428,1090
Malta,1963,1.29,2640
Malta,1964,1.55,2740
Malta,1965,1.47,2970
Malta,1966,1.28,3320
Malta,1967,1.61,3540
Malta,1968,1.98,3890
Malta,1969,2.03,4100
Malta,1970,2.07,4590
Malta,1971,2.06,4710
Malta,1972,2.62,5090
Malta,1973,2.51,5260
Mauritania,1963,0.0948,1270
Mauritania,1964,0.123,1700
Mauritania,1965,0.164,2000
Mauritania,1966,0.177,2060
Mauritania,1967,0.189,2190
Mauritania,1968,0.217,2440
Mauritania,1969,0.247,2450
Mauritania,1970,0.374,2750
Mauritania,1971,0.338,2820
Mauritania,1972,0.367,2870
Mauritania,1973,0.374,2890
Mauritius,1963,0.291,6410
Mauritius,1964,0.419,5720
Mauritius,1965,0.404,5670
Mauritius,1966,0.357,5260
Mauritius,1967,0.635,5300
Mauritius,1968,0.798,4780
Mauritius,1969,0.704,4860
Mauritius,1970,0.603,4690
Mauritius,1971,0.472,4760
Mauritius,1972,0.809,5000
Mauritius,1973,0.784,5440
Mexico,1963,1.6,6140
Mexico,1964,1.74,6740
Mexico,1965,1.7,7030
Mexico,1966,1.78,7370
Mexico,1967,1.92,7670
Mexico,1968,1.94,8130
Mexico,1969,2.05,8460
Mexico,1970,2.21,8860
Mexico,1971,2.38,9000
Mexico,1972,2.42,9530
Mexico,1973,2.56,10100
Moldova,1963,4,5460
Moldova,1964,4.17,6200
Moldova,1965,4.35,6590
Moldova,1966,4.52,7050
Moldova,1967,4.66,7500
Moldova,1968,4.73,8110
Moldova,1969,4.85,8390
Moldova,1970,5.04,9220
Moldova,1971,5.27,9660
Moldova,1972,5.47,9900
Moldova,1973,5.63,10900
Mongolia,1963,1.54,1160
Mongolia,1964,1.9,1190
Mongolia,1965,1.77,1230
Mongolia,1966,1.71,1260
Mongolia,1967,1.81,1300
Mongolia,1968,2.06,1340
Mongolia,1969,2.16,1380
Mongolia,1970,2.23,1430
Mongolia,1971,2.3,1450
Mongolia,1972,2.42,1460
Mongolia,1973,2.49,1540
Montenegro,1963,1.19,3740
Montenegro,1964,1.33,4340
Montenegro,1965,1.35,4420
Montenegro,1966,1.34,4590
Montenegro,1967,1.36,4640
Montenegro,1968,1.47,5020
Montenegro,1969,1.54,5680
Montenegro,1970,2.01,6270
Montenegro,1971,2.16,6670
Montenegro,1972,2,7170
Montenegro,1973,2.35,7300
Morocco,1963,0.294,2480
Morocco,1964,0.319,2490
Morocco,1965,0.299,2500
Morocco,1966,0.374,2550
Morocco,1967,0.362,2610
Morocco,1968,0.367,2670
Morocco,1969,0.372,2730
Morocco,1970,0.455,2790
Morocco,1971,0.501,2850
Morocco,1972,0.482,2840
Morocco,1973,0.565,2860
Mozambique,1963,0.216,438
Mozambique,1964,0.272,447
Mozambique,1965,0.249,444
Mozambique,1966,0.258,440
Mozambique,1967,0.222,480
Mozambique,1968,0.323,490
Mozambique,1969,0.368,512
Mozambique,1970,0.331,483
Mozambique,1971,0.391,507
Mozambique,1972,0.349,520
Mozambique,1973,0.368,532
Myanmar,1963,0.114,1070
Myanmar,1964,0.121,1040
Myanmar,1965,0.112,1030
Myanmar,1966,0.113,944
Myanmar,1967,0.142,931
Myanmar,1968,0.113,949
Myanmar,1969,0.121,947
Myanmar,1970,0.169,946
Myanmar,1971,0.183,934
Myanmar,1972,0.171,898
Myanmar,1973,0.141,855
Nepal,1963,0.00934,1180
Nepal,1964,0.0139,1190
Nepal,1965,0.0164,1200
Nepal,1966,0.0171,1260
Nepal,1967,0.0187,1220
Nepal,1968,0.0218,1210
Nepal,1969,0.0338,1240
Nepal,1970,0.0188,1250
Nepal,1971,0.0161,1210
Nepal,1972,0.0213,1230
Nepal,1973,0.0328,1200
Netherlands,1963,7.65,16600
Netherlands,1964,8.01,17800
Netherlands,1965,8.2,18600
Netherlands,1966,8.36,18900
Netherlands,1967,8.5,19800
Netherlands,1968,8.94,20900
Netherlands,1969,9.02,22100
Netherlands,1970,10.9,23200
Netherlands,1971,10.7,24000
Netherlands,1972,11.9,24600
Netherlands,1973,12.3,25700
New Zealand,1963,4.83,19000
New Zealand,1964,5.08,19600
New Zealand,1965,5.21,20500
New Zealand,1966,5.25,21500
New Zealand,1967,5.05,20300
New Zealand,1968,4.93,20100
New Zealand,1969,5.14,22000
New Zealand,1970,5.04,21500
New Zealand,1971,5.25,22300
New Zealand,1972,5.53,22900
New Zealand,1973,6.09,24100
Nicaragua,1963,0.433,4530
Nicaragua,1964,0.473,4950
Nicaragua,1965,0.378,5300
Nicaragua,1966,0.45,5350
Nicaragua,1967,0.492,5590
Nicaragua,1968,0.544,5540
Nicaragua,1969,0.551,5780
Nicaragua,1970,0.583,5700
Nicaragua,1971,0.607,5840
Nicaragua,1972,0.628,5910
Nicaragua,1973,0.693,6080
Niger,1963,0.0238,1700
Niger,1964,0.0251,1670
Niger,1965,0.0234,1760
Niger,1966,0.0337,1710
Niger,1967,0.0318,1690
Niger,1968,0.0378,1670
Niger,1969,0.0435,1590
Niger,1970,0.0479,1610
Niger,1971,0.0498,1670
Niger,1972,0.053,1560
Niger,1973,0.0673,1270
Nigeria,1963,0.111,1670
Nigeria,1964,0.148,1690
Nigeria,1965,0.235,1750
Nigeria,1966,0.252,1640
Nigeria,1967,0.245,1350
Nigeria,1968,0.124,1300
Nigeria,1969,0.221,1600
Nigeria,1970,0.385,2030
Nigeria,1971,0.563,2200
Nigeria,1972,0.706,2220
Nigeria,1973,0.825,2340
North Korea,1963,2.72,981
North Korea,1964,2.9,1040
North Korea,1965,3.53,1070
North Korea,1966,3.7,1170
North Korea,1967,3.97,1230
North Korea,1968,4.36,1350
North Korea,1969,4.58,1520
North Korea,1970,5.1,1620
North Korea,1971,7.26,1730
North Korea,1972,5.89,1850
North Korea,1973,6.25,1990
North Macedonia,1963,2.98,4990
North Macedonia,1964,3.33,6390
North Macedonia,1965,3.37,5800
North Macedonia,1966,3.29,6250
North Macedonia,1967,3.27,6480
North Macedonia,1968,3.44,6630
North Macedonia,1969,3.51,7270
North Macedonia,1970,4.53,7780
North Macedonia,1971,4.83,8200
North Macedonia,1972,4.49,8510
North Macedonia,1973,5.32,8940
Norway,1963,4.08,15100
Norway,1964,4.38,15900
Norway,1965,4.4,16700
Norway,1966,5.21,17300
Norway,1967,5.1,18400
Norway,1968,5.54,18800
Norway,1969,5.78,19600
Norway,1970,7.22,20000
Norway,1971,6.96,21100
Norway,1972,7.48,22100
Norway,1973,7.7,23100
Pakistan,1963,0.323,1340
Pakistan,1964,0.323,1400
Pakistan,1965,0.331,1430
Pakistan,1966,0.328,1500
Pakistan,1967,0.339,1520
Pakistan,1968,0.379,1580
Pakistan,1969,0.357,1640
Pakistan,1970,0.353,1760
Pakistan,1971,0.326,1720
Pakistan,1972,0.308,1690
Pakistan,1973,0.317,1760
Panama,1963,0.956,4640
Panama,1964,0.974,4750
Panama,1965,1.16,5060
Panama,1966,1.22,5330
Panama,1967,1.22,5670
Panama,1968,1.41,5960
Panama,1969,1.39,6300
Panama,1970,1.45,6550
Panama,1971,1.66,7050
Panama,1972,1.74,7240
Panama,1973,1.96,7500
Papua New Guinea,1963,0.108,1430
Papua New Guinea,1964,0.11,1540
Papua New Guinea,1965,0.122,1690
Papua New Guinea,1966,0.134,1770
Papua New Guinea,1967,0.168,1830
Papua New Guinea,1968,0.189,1890
Papua New Guinea,1969,0.205,2020
Papua New Guinea,1970,0.249,2220
Papua New Guinea,1971,0.29,2330
Papua New Guinea,1972,0.435,2430
Papua New Guinea,1973,0.45,2560
Paraguay,1963,0.199,3030
Paraguay,1964,0.204,3120
Paraguay,1965,0.253,3250
Paraguay,1966,0.23,3240
Paraguay,1967,0.213,3400
Paraguay,1968,0.251,3470
Paraguay,1969,0.216,3550
Paraguay,1970,0.301,3720
Paraguay,1971,0.25,3870
Paraguay,1972,0.275,4060
Paraguay,1973,0.326,4290
Peru,1963,0.925,6140
Peru,1964,1.08,6370
Peru,1965,1.02,6600
Peru,1966,1.1,6940
Peru,1967,1.1,7000
Peru,1968,1.14,6720
Peru,1969,1.17,6690
Peru,1970,1.32,7000
Peru,1971,1.34,7100
Peru,1972,1.28,7110
Peru,1973,1.35,7270
Philippines,1963,0.396,2970
Philippines,1964,0.428,2980
Philippines,1965,0.452,3040
Philippines,1966,0.506,3090
Philippines,1967,0.555,3160
Philippines,1968,0.658,3220
Philippines,1969,0.657,3280
Philippines,1970,0.692,3310
Philippines,1971,0.748,3390
Philippines,1972,0.697,3480
Philippines,1973,0.808,3690
Poland,1963,7.52,6620
Poland,1964,7.83,6890
Poland,1965,7.88,7240
Poland,1966,7.98,7680
Poland,1967,8.13,7950
Poland,1968,8.59,8410
Poland,1969,9.06,8320
Poland,1970,9.33,8740
Poland,1971,9.52,9340
Poland,1972,9.95,10000
Poland,1973,10.1,10700
Portugal,1963,1.13,6610
Portugal,1964,1.24,7050
Portugal,1965,1.31,7610
Portugal,1966,1.34,7980
Portugal,1967,1.42,8640
Portugal,1968,1.5,9450
Portugal,1969,1.69,9720
Portugal,1970,1.76,10700
Portugal,1971,1.88,11600
Portugal,1972,2.08,12600
Portugal,1973,2.24,14100
Qatar,1963,99.5,32700
Qatar,1964,92.9,40800
Qatar,1965,85.5,50900
Qatar,1966,78.6,63500
Qatar,1967,77.5,79100
Qatar,1968,76,98700
Qatar,1969,71.1,123000
Qatar,1970,69.1,153000
Qatar,1971,76.6,154000
Qatar,1972,82.6,155000
Qatar,1973,87.7,157000
Romania,1963,3.65,2470
Romania,1964,3.75,2780
Romania,1965,4.06,3090
Romania,1966,4.3,3510
Romania,1967,4.65,3930
Romania,1968,4.99,4250
Romania,1969,5.5,4570
Romania,1970,5.84,5110
Romania,1971,6.05,5570
Romania,1972,6.3,6370
Romania,1973,6.82,7290
Russia,1963,8.3,7810
Russia,1964,8.74,8370
Russia,1965,9.19,8890
Russia,1966,9.64,9600
Russia,1967,10,10300
Russia,1968,10.2,11000
Russia,1969,10.6,11400
Russia,1970,11.1,12500
Russia,1971,11.7,13100
Russia,1972,12.3,13600
Russia,1973,12.7,14800
Rwanda,1963,0.0272,714
Rwanda,1964,0.0116,622
Rwanda,1965,0.0147,630
Rwanda,1966,0.0132,616
Rwanda,1967,0.0118,670
Rwanda,1968,0.0156,669
Rwanda,1969,0.0161,729
Rwanda,1970,0.0156,745
Rwanda,1971,0.0161,732
Rwanda,1972,0.0165,712
Rwanda,1973,0.017,715
Samoa,1963,0.184,3910
Samoa,1964,0.208,3950
Samoa,1965,0.231,4000
Samoa,1966,0.196,4040
Samoa,1967,0.191,4080
Samoa,1968,0.213,4130
Samoa,1969,0.209,4170
Samoa,1970,0.205,4220
Samoa,1971,0.252,4270
Samoa,1972,0.249,4310
Samoa,1973,0.246,4360
Sao Tome and Principe,1963,0.114,1910
Sao Tome and Principe,1964,0.171,2020
Sao Tome and Principe,1965,0.17,2110
Sao Tome and Principe,1966,0.166,2230
Sao Tome and Principe,1967,0.162,2330
Sao Tome and Principe,1968,0.209,2420
Sao Tome and Principe,1969,0.202,2520
Sao Tome and Principe,1970,0.197,2610
Sao Tome and Principe,1971,0.144,2700
Sao Tome and Principe,1972,0.141,2700
Sao Tome and Principe,1973,0.185,2690
Saudi Arabia,1963,1.54,8740
Saudi Arabia,1964,1.51,9270
Saudi Arabia,1965,0.871,10100
Saudi Arabia,1966,1.28,11300
Saudi Arabia,1967,4.91,12000
Saudi Arabia,1968,5.4,12700
Saudi Arabia,1969,6.3,13300
Saudi Arabia,1970,7.76,14100
Saudi Arabia,1971,9.8,15700
Saudi Arabia,1972,11,17600
Saudi Arabia,1973,14.2,20500
Senegal,1963,0.247,2810
Senegal,1964,0.258,2800
Senegal,1965,0.46,2830
Senegal,1966,0.454,2830
Senegal,1967,0.179,2730
Senegal,1968,0,2830
Senegal,1969,0.119,2570
Senegal,1970,0.307,2720
Senegal,1971,0.308,2640
Senegal,1972,0.322,2730
Senegal,1973,0.333,2500
Serbia,1963,2.37,5480
Serbia,1964,2.67,6010
Serbia,1965,2.72,6080
Serbia,1966,2.68,6620
Serbia,1967,2.69,6740
Serbia,1968,2.86,6870
Serbia,1969,2.94,7670
Serbia,1970,3.81,7890
Serbia,1971,4.07,8650
Serbia,1972,3.78,9040
Serbia,1973,4.48,9570
Sierra Leone,1963,0.153,1380
Sierra Leone,1964,0.123,1370
Sierra Leone,1965,0.113,1430
Sierra Leone,1966,0.118,1490
Sierra Leone,1967,0.0974,1440
Sierra Leone,1968,0.137,1550
Sierra Leone,1969,0.403,1650
Sierra Leone,1970,0.313,1660
Sierra Leone,1971,0.287,1630
Sierra Leone,1972,0.238,1610
Sierra Leone,1973,0.185,1620
Singapore,1963,1.9,4900
Singapore,1964,2.02,4670
Singapore,1965,1.35,4960
Singapore,1966,0.351,5440
Singapore,1967,1.56,6050
Singapore,1968,2.71,6840
Singapore,1969,3.54,7760
Singapore,1970,8.79,8810
Singapore,1971,7.86,9820
Singapore,1972,10.3,11100
Singapore,1973,9.69,12200
Slovak Republic,1963,8.97,9740
Slovak Republic,1964,9.24,10100
Slovak Republic,1965,8.92,10400
Slovak Republic,1966,8.8,10800
Slovak Republic,1967,8.72,11300
Slovak Republic,1968,9.07,11700
Slovak Republic,1969,9.57,12000
Slovak Republic,1970,10.9,12200
Slovak Republic,1971,11.3,12600
Slovak Republic,1972,11.3,12900
Slovak Republic,1973,11.3,13300
Slovenia,1963,3.23,10400
Slovenia,1964,3.64,11300
Slovenia,1965,3.73,11200
Slovenia,1966,3.68,11800
Slovenia,1967,3.7,12100
Slovenia,1968,3.94,12800
Slovenia,1969,4.06,13900
Slovenia,1970,5.28,15100
Slovenia,1971,5.64,16200
Slovenia,1972,5.24,16900
Slovenia,1973,6.2,17900
Solomon Islands,1963,0.114,1340
Solomon Islands,1964,0.138,1370
Solomon Islands,1965,0.188,1400
Solomon Islands,1966,0.182,1430
Solomon Islands,1967,0.227,1460
Solomon Islands,1968,0.245,1490
Solomon Islands,1969,0.237,1410
Solomon Islands,1970,0.252,1440
Solomon Islands,1971,0.287,1430
Solomon Islands,1972,0.319,991
Solomon Islands,1973,0.368,1070
Somalia,1963,0.035,1470
Somalia,1964,0.0452,1280
Somalia,1965,0.043,1170
Somalia,1966,0.0443,1310
Somalia,1967,0.0704,1350
Somalia,1968,0.0465,1350
Somalia,1969,0.0476,1150
Somalia,1970,0.0628,1230
Somalia,1971,0.0539,1240
Somalia,1972,0.0674,1420
Somalia,1973,0.0752,1240
South Africa,1963,5.96,8780
South Africa,1964,6.33,9260
South Africa,1965,6.62,9590
South Africa,1966,6.45,9790
South Africa,1967,6.56,10200
South Africa,1968,6.59,10400
South Africa,1969,6.66,10600
South Africa,1970,6.78,11000
South Africa,1971,7.44,11200
South Africa,1972,7.37,11100
South Africa,1973,7.26,11300
South Korea,1963,0.767,1960
South Korea,1964,0.787,2070
South Korea,1965,0.865,2150
South Korea,1966,1.01,2330
South Korea,1967,1.16,2460
South Korea,1968,1.21,2710
South Korea,1969,1.35,3010
South Korea,1970,1.67,3210
South Korea,1971,1.78,3450
South Korea,1972,1.8,3600
South Korea,1973,2.14,4030
South Sudan,1963,0.0465,2700
South Sudan,1964,0.0505,2620
South Sudan,1965,0.0646,2740
South Sudan,1966,0.0689,2650
South Sudan,1967,0.0813,2520
South Sudan,1968,0.0775,2620
South Sudan,1969,0.102,2720
South Sudan,1970,0.116,2550
South Sudan,1971,0.116,2660
South Sudan,1972,0.122,2550
South Sudan,1973,0.121,2270
Spain,1963,1.87,7900
Spain,1964,2.02,8320
Spain,1965,2.21,8960
Spain,1966,2.39,9590
Spain,1967,2.63,10100
Spain,1968,2.93,10600
Spain,1969,2.89,11600
Spain,1970,3.45,11900
Spain,1971,3.75,12500
Spain,1972,4.18,13700
Spain,1973,4.42,14900
Sri Lanka,1963,0.239,2360
Sri Lanka,1964,0.21,2400
Sri Lanka,1965,0.239,2410
Sri Lanka,1966,0.234,2320
Sri Lanka,1967,0.253,2460
Sri Lanka,1968,0.271,2570
Sri Lanka,1969,0.354,2600
Sri Lanka,1970,0.288,2650
Sri Lanka,1971,0.251,2560
Sri Lanka,1972,0.272,2560
Sri Lanka,1973,0.278,2600
St. Lucia,1963,0.236,2350
St. Lucia,1964,0.232,2490
St. Lucia,1965,0.267,2620
St. Lucia,1966,0.3,2750
St. Lucia,1967,0.332,2890
St. Lucia,1968,0.363,3040
St. Lucia,1969,0.608,3200
St. Lucia,1970,0.635,3360
St. Lucia,1971,0.662,3540
St. Lucia,1972,0.724,3650
St. Lucia,1973,0.752,3710
St. Vincent and the Grenadines,1963,0.174,3210
St. Vincent and the Grenadines,1964,0.215,3280
St. Vincent and the Grenadines,1965,0.171,3260
St. Vincent and the Grenadines,1966,0.211,3210
St. Vincent and the Grenadines,1967,0.209,2860
St. Vincent and the Grenadines,1968,0.248,3000
St. Vincent and the Grenadines,1969,0.328,3040
St. Vincent and the Grenadines,1970,0.324,3320
St. Vincent and the Grenadines,1971,0.321,3400
St. Vincent and the Grenadines,1972,0.396,4260
St. Vincent and the Grenadines,1973,0.431,3770
Sudan,1963,0.187,2020
Sudan,1964,0.2,2010
Sudan,1965,0.254,2160
Sudan,1966,0.268,2150
Sudan,1967,0.313,2080
Sudan,1968,0.295,2220
Sudan,1969,0.385,2360
Sudan,1970,0.433,2250
Sudan,1971,0.43,2410
Sudan,1972,0.449,2350
Sudan,1973,0.438,2140
Suriname,1963,1.7,7440
Suriname,1964,1.89,7660
Suriname,1965,2.42,7890
Suriname,1966,3.24,8120
Suriname,1967,3.84,8350
Suriname,1968,4.07,8590
Suriname,1969,4.19,8840
Suriname,1970,4.38,9090
Suriname,1971,4.65,9730
Suriname,1972,4.74,10300
Suriname,1973,5.78,10900
Sweden,1963,7.25,18500
Sweden,1964,7.86,19600
Sweden,1965,8.08,20200
Sweden,1966,9.29,20500
Sweden,1967,8.76,21000
Sweden,1968,9.78,21700
Sweden,1969,10.8,22700
Sweden,1970,11.5,23900
Sweden,1971,10.4,24000
Sweden,1972,10.4,24500
Sweden,1973,10.7,25500
Switzerland,1963,5.19,37400
Switzerland,1964,4.93,38700
Switzerland,1965,5.22,39400
Switzerland,1966,5.34,39900
Switzerland,1967,5.45,40600
Switzerland,1968,5.96,41500
Switzerland,1969,6.25,43200
Switzerland,1970,6.55,45400
Switzerland,1971,6.76,46700
Switzerland,1972,6.87,47700
Switzerland,1973,7.35,48800
Syria,1963,0.717,6810
Syria,1964,0.839,6740
Syria,1965,0.684,6510
Syria,1966,0.885,5820
Syria,1967,0.803,6100
Syria,1968,1,6130
Syria,1969,1.18,7040
Syria,1970,1.05,6560
Syria,1971,1.35,6970
Syria,1972,1.14,8420
Syria,1973,1.12,7440
Taiwan,1963,1.25,2860
Taiwan,1964,1.36,3110
Taiwan,1965,1.38,3350
Taiwan,1966,1.46,3550
Taiwan,1967,1.6,3840
Taiwan,1968,1.71,4050
Taiwan,1969,1.81,4320
Taiwan,1970,1.93,4700
Taiwan,1971,2.06,5200
Taiwan,1972,2.3,5770
Taiwan,1973,2.54,6390
Tajikistan,1963,2.04,4680
Tajikistan,1964,2.09,5190
Tajikistan,1965,2.14,5390
Tajikistan,1966,2.19,5550
Tajikistan,1967,2.21,5710
Tajikistan,1968,2.2,5950
Tajikistan,1969,2.22,5940
Tajikistan,1970,2.26,6300
Tajikistan,1971,2.33,6360
Tajikistan,1972,2.38,6290
Tajikistan,1973,2.41,6710
Tanzania,1963,0.0732,928
Tanzania,1964,0.0916,960
Tanzania,1965,0.0999,977
Tanzania,1966,0.114,1080
Tanzania,1967,0.142,1110
Tanzania,1968,0.13,1140
Tanzania,1969,0.137,1140
Tanzania,1970,0.131,1180
Tanzania,1971,0.176,1210
Tanzania,1972,0.15,1260
Tanzania,1973,0.214,1270
Thailand,1963,0.186,2190
Thailand,1964,0.242,2260
Thailand,1965,0.234,2350
Thailand,1966,0.289,2530
Thailand,1967,0.36,2640
Thailand,1968,0.491,2760
Thailand,1969,0.406,2880
Thailand,1970,0.417,2960
Thailand,1971,0.507,2990
Thailand,1972,0.559,3020
Thailand,1973,0.609,3210
Togo,1963,0.0652,1360
Togo,1964,0.0794,1520
Togo,1965,0.0773,1700
Togo,1966,0.101,1820
Togo,1967,0.107,1880
Togo,1968,0.0999,1940
Togo,1969,0.119,2110
Togo,1970,0.13,2030
Togo,1971,0.144,2120
Togo,1972,0.18,2150
Togo,1973,0.179,2010
Tonga,1963,0.159,1790
Tonga,1964,0.153,1810
Tonga,1965,0.148,1820
Tonga,1966,0.143,1840
Tonga,1967,0.186,1850
Tonga,1968,0.181,1870
Tonga,1969,0.133,1880
Tonga,1970,0.304,1900
Tonga,1971,0.214,1920
Tonga,1972,0.255,1930
Tonga,1973,0.295,1950
Trinidad and Tobago,1963,1.47,12000
Trinidad and Tobago,1964,4.2,12000
Trinidad and Tobago,1965,5.7,12200
Trinidad and Tobago,1966,4.41,12400
Trinidad and Tobago,1967,5.01,12400
Trinidad and Tobago,1968,4.34,12800
Trinidad and Tobago,1969,4.17,12900
Trinidad and Tobago,1970,9.52,13300
Trinidad and Tobago,1971,8.48,13200
Trinidad and Tobago,1972,8.51,13500
Trinidad and Tobago,1973,9.57,13400
Tunisia,1963,0.444,2870
Tunisia,1964,0.618,2920
Tunisia,1965,0.541,3030
Tunisia,1966,0.621,3030
Tunisia,1967,0.651,2930
Tunisia,1968,0.742,3160
Tunisia,1969,0.778,3200
Tunisia,1970,0.739,3320
Tunisia,1971,0.814,3590
Tunisia,1972,0.895,4130
Tunisia,1973,0.892,4000
Turkey,1963,0.767,4030
